17,Minnesota Wild*,28.0,82,38,33,11,87,.530,213,204,3,2,0.13,0.01,5.09,73,153,48,259,18.53,45,204,77.94,7,6,6.6,8.6,2374,9.0,2347,.913,8
18,Carolina Hurricanes,27.0,82,35,31,16,86,.524,196,221,2,5,-0.31,0.03,5.09,78,184,40,238,16.81,32,204,84.31,3,5,6.9,7.7,2451,8.0,2261,.902,3
19,Ottawa Senators,27.0,82,38,35,9,85,.518,230,241,6,6,-0.13,0.01,5.74,57,177,38,239,15.90,61,253,75.89,17,3,10.9,11.0,2325,9.9,2688,.910,5
20,New Jersey Devils,27.9,82,38,36,8,84,.512,182,202,2,6,-0.28,0.02,4.68,52,149,51,256,19.92,45,264,82.95,5,8,9.9,9.2,2003,9.1,2349,.914,7
21,Colorado Avalanche,28.3,82,39,39,4,82,.500,212,240,4,0,-0.26,0.03,5.51,71,180,48,266,18.05,51,258,80.23,7,9,9.4,9.4,2348,9.0,2649,.909,5
22,Montreal Canadiens,28.0,82,38,38,6,82,.500,216,233,5,3,-0.18,0.00,5.48,64,176,42,259,16.22,46,254,81.89,8,11,9.4,9.9,2504,8.6,2408,.903,3
23,Buffalo Sabres,26.2,82,35,36,11,81,.494,199,215,2,7,-0.25,0.01,5.05,51,171,48,254,18.90,38,218,82.57,6,6,9.1,10.2,2418,8.2,2511,.914,2
24,Winnipeg Jets,26.8,82,35,39,8,78,.476,212,236,3,3,-0.26,0.03,5.46,62,171,38,257,14.79,61,282,78.37,10,4,11.2,10.4,2427,8.7,2423,.903,3
25,Arizona Coyotes,27.6,82,35,39,8,78,.476,208,244,1,1,-0.43,0.01,5.51,73,161,53,300,17.67,69,304,77.30,4,14,12.3,11.5,2265,9.2,2539,.904,5
26,Calgary Flames,27.7,82,35,40,7,77,.470,229,257,2,3,-0.36,-0.01,5.93,76,193,46,270,17.04,57,234,75.64,10,7,9.2,9.5,2398,9.5,2377,.892,3
27,Columbus Blue Jackets,26.5,82,34,40,8,76,.463,213,248,6,4,-0.38,0.03,5.62,77,187,43,248,17.34,53,279,81.00,3,8,12.1,10.7,2387,8.9,2550,.903,1
28,Vancouver Canucks,28.9,82,31,38,13,75,.457,186,239,5,4,-0.62,0.02,5.18,47,184,39,247,15.79,47,249,81.12,4,8,10.0,10.0,2311,8.0,2668,.910,1
29,Edmonton Oilers,26.4,82,31,43,8,70,.427,199,242,4,3,-0.51,0.00,5.38,70,188,43,237,18.14,49,254,80.71,5,6,9.7,9.2,2386,8.3,2548,.905,3
30,Toronto Maple Leafs,27.4,82,29,42,11,69,.421,192,240,6,6,-0.56,0.03,5.27,49,182,40,259,15.44,50,272,81.62,3,8,9.2,9.0,2515,7.6,2503,.904,4
